ID,label,outlier_score
banana_000,Banana,4.831696884698333
banana_001,Banana,5.613305555545035
banana_003,Banana,4.03495431099747
banana_004,Banana,7.9904811558349405
banana_006,Banana,4.254981033149996
banana_010,Banana,3.324819473766244
banana_011,Banana,3.3082584467487535
banana_012,Banana,5.411448532871545
banana_014,Banana,4.969918062622128
banana_019,Banana,4.044619094890266
banana_020,Banana,3.2818892625714637
banana_021,Banana,4.847436893208929
banana_023,Banana,6.1137412336763965
banana_024,Banana,4.482165155559475
banana_030,Banana,16.453607410702535
banana_037,Banana,4.549879654564353
banana_042,Banana,3.985997077748492
banana_047,Banana,4.124524530311981
banana_053,Banana,3.590061065805737
banana_056,Banana,3.278779521692464
banana_061,Banana,4.408510528058099
banana_062,Banana,4.629485995629136
banana_068,Banana,5.186544388404162
banana_069,Banana,4.2474117777976215
banana_071,Banana,3.388285561586536
banana_074,Banana,5.309390284852314
banana_077,Banana,20.100930627967028
banana_078,Banana,4.009116061027437
banana_084,Banana,6.614478033375213
banana_089,Banana,6.313136313597786
banana_098,Banana,12.72401791576252
banana_108,Banana,3.0656804176407846
banana_125,Banana,3.4822691552379488
banana_141,Banana,3.387255868868935
banana_151,Banana,4.892987591665121
banana_213,Banana,5.17139336188496
banana_216,Banana,5.905814019604796
banana_243,Banana,4.685635145059869
banana_244,Banana,4.578333041020553
banana_251,Banana,4.946324189368588
banana_301,Banana,4.927588994936098
banana_338,Banana,3.0171983754988454
banana_353,Banana,4.494499039691366
banana_413,Banana,3.902187355808521
banana_418,Banana,5.071387784300563
banana_453,Banana,5.525575244940239
banana_463,Banana,6.517006418594129
banana_485,Banana,3.5835735728081533
banana_499,Banana,5.081186952103201
banana_513,Banana,5.235780526574227
banana_541,Banana,11.83872214313861
banana_544,Banana,5.2785821725873205
banana_557,Banana,5.1240562788899195
banana_558,Banana,5.970850428545634
banana_565,Banana,5.918895716047048
banana_581,Banana,4.926606848279519
cucumber_001,Cucumber,3.572425450229141
cucumber_006,Cucumber,3.012119008745861
cucumber_010,Cucumber,3.1494104826652243
cucumber_016,Cucumber,8.11842369099351
cucumber_043,Cucumber,3.2424069148815025
cucumber_044,Cucumber,6.096780409572154
cucumber_063,Cucumber,6.083970896220133
cucumber_279,Cucumber,3.6499504075887814
cucumber_300,Cucumber,3.2955962839238033
cucumber_329,Cucumber,5.881093073739149
cucumber_356,Cucumber,5.0247141140638245
cucumber_361,Cucumber,3.326398373508795
cucumber_399,Cucumber,5.808038921558007
cucumber_414,Cucumber,5.039109962935166
cucumber_420,Cucumber,3.183351659974537
cucumber_438,Cucumber,3.365416358618416
cucumber_444,Cucumber,6.252718552275891
cucumber_491,Cucumber,3.570787948404022
cucumber_504,Cucumber,3.1629508022844113
cucumber_532,Cucumber,3.342459980415708
mandarin_015,Mandarin,7.717074316972044
mandarin_016,Mandarin,3.672145393777926
mandarin_021,Mandarin,3.1499026253720412
